ORD_ID,ORD_DATE,CUSTOMER_KEY,PRODUCT_KEY,SUPPLIER_KEY,WAREHOUSE_CODE,SHIP_STATE,SHIP_METHOD,CARRIER,ORDER_STATUS,QTY_UNITS,UNIT_WEIGHT_LB,UNIT_PRICE_USD,DISCOUNT_PCT,FREIGHT_USD,LINE_TOTAL_USD
7000538,10/6/2023,16215,1563,404,WHIL1,MT,Ground,UPS,Delivered,24,7.85,19.63,0,8.85,479.97
7000539,3/20/2024,15007,5827,682,WHFL1,HI,2Day,UPS,Delivered,71,5.18,48.73,0.15,6.88,2947.74
7000540,6/1/2023,13986,5353,624,WHGA1,OK,Ground,UPS,Delivered,58,8.54,70.23,0,24.77,4098.11
7000541,8/7/2025,19588,1185,471,WHGA1,OH,Overnight,FedEx,Delivered,119,10.33,49.05,0.2,11.02,4680.58
7000542,9/7/2024,18792,3193,364,WHPA1,AR,Ground,FedEx,Cancelled,163,7.85,242.22,0,18.46,39500.32
7000543,9/14/2023,18706,5066,544,WHNJ1,AZ,Ground,UPS,Cancelled,131,2.52,79.61,0,10.52,10439.43
7000544,11/11/2024,15992,1246,371,WHWA1,VT,Ground,USPS,InTransit,49,9.12,30.36,0.05,60.53,1473.79
7000545,9/21/2024,16228,5087,574,WHIL1,WA,Overnight,USPS,Delivered,26,9.72,12.24,0,8.9,327.14
7000546,12/18/2023,19259,3235,669,WHCA1,ID,Ground,DHL,InTransit,155,31.22,70.73,0,30.47,10993.62
7000547,5/14/2023,17834,1866,425,WHPA1,NY,Ground,UPS,Delivered,48,10.16,119.89,0.15,17.27,4908.78
7000548,11/11/2024,12887,3088,683,WHFL1,WA,Ground,FedEx,Delivered,115,17.53,221.18,0,21.61,25457.31
7000549,6/11/2024,12654,1601,617,WHGA1,MT,Ground,UPS,Delivered,191,7.75,52.07,0,44.65,9990.02
7000550,1/8/2025,19281,4034,631,WHFL1,TX,2Day,USPS,Delivered,78,21.79,200.29,0,44.78,15667.4
7000551,6/10/2024,14865,3057,407,WHFL1,TX,Ground,UPS,Delivered,62,5.67,23.18,0.05,12.58,1377.88
7000552,4/12/2025,12515,3132,448,WHFL1,IL,2Day,UPS,Delivered,100,13.54,47.16,0,23.44,4739.44
7000553,7/18/2024,13970,1533,695,WHPA1,UT,2Day,FedEx,Delivered,23,16.56,29.5,0,11.47,689.97
7000554,7/29/2024,13285,3043,492,WHWA1,PA,Ground,FedEx,Delivered,63,15.16,104.46,0,43.01,6623.99
7000555,5/11/2025,17741,1358,637,WHCA1,NH,2Day,FedEx,Delivered,38,36.64,24.13,0.1,1.26,826.51
7000556,1/25/2024,14567,1378,526,WHPA1,DC,Ground,UPS,Delivered,20,7.04,79.49,0.1,20,1450.82
7000557,6/7/2023,12197,3220,542,WHPA1,ME,Ground,UPS,Delivered,83,23.36,25.16,0.15,19.51,1794.55
7000558,2/3/2023,10790,5489,662,WHWA1,OH,Ground,USPS,Delivered,78,20,205.37,0.1,8.2,14425.17
7000559,12/26/2024,13476,5798,584,WHPA1,WV,Ground,USPS,InTransit,113,10.3,46.17,0.1,39.59,4735.08
7000560,9/24/2024,19857,4308,463,WHGA1,SD,Ground,FedEx,Delivered,142,30.15,78.17,0.1,2.05,9992.18
7000561,11/28/2024,11310,3597,308,WHGA1,NE,Ground,FedEx,Delivered,26,9.16,17.15,0,12.76,458.66
7000562,8/28/2023,10865,1784,647,WHNJ1,VA,2Day,UPS,InTransit,117,10.13,21.07,0,15.45,2480.64
7000563,6/10/2023,15390,3380,677,WHTX1,NM,2Day,UPS,Delivered,46,9.97,34.92,0.05,37.13,1563.13
7000564,1/18/2023,13364,4604,452,WHIL1,AZ,Ground,UPS,InTransit,87,4.66,108.82,0.15,63.36,8110.6
7000565,12/14/2023,18216,1983,622,WHNJ1,OH,Ground,FedEx,Delivered,135,15.79,95.17,0.05,33.51,12239.06
7000566,8/23/2024,13004,4943,395,WHCA1,MS,Ground,FedEx,Delivered,31,14.38,128.27,0,23.46,3999.83
7000567,1/12/2024,18503,3591,514,WHPA1,CT,Ground,FedEx,Delivered,82,9.39,20.85,0.15,56.59,1509.83
7000568,3/5/2024,11232,2043,364,WHGA1,DC,Ground,UPS,Delivered,62,28.79,85.55,0.1,7.7,4781.39
7000569,6/12/2025,17960,3539,365,WHPA1,OH,Ground,UPS,Delivered,120,7.69,40.55,0.05,36.26,4658.96
7000570,12/13/2023,12712,1862,681,WHGA1,MA,Ground,UPS,Delivered,100,3.54,34.08,0.1,9.59,3076.79
7000571,6/3/2024,16582,2877,570,WHFL1,AL,2Day,FedEx,Delivered,115,31.31,41.19,0.05,18.72,4518.73
7000572,1/21/2025,17706,2836,325,WHIL1,UT,Ground,UPS,Delivered,35,18.34,55.3,0,31.19,1966.69
7000573,1/17/2024,10422,5209,400,WHNJ1,CO,Ground,FedEx,InTransit,101,14.56,95.3,0,26.93,9652.23
7000574,9/26/2024,19966,4527,405,WHNJ1,RI,Ground,FedEx,InTransit,83,8.16,131.67,0.2,12.78,8755.67
7000575,4/24/2025,10947,2686,431,WHCA1,ND,Ground,UPS,Delivered,59,12.28,86.41,0,6.96,5105.15
7000576,8/3/2025,19379,4402,689,WHFL1,LA,Ground,UPS,Delivered,47,4.69,93.47,0.1,33.83,3987.61
7000577,6/23/2023,11835,2623,621,WHNJ1,MO,Ground,FedEx,Delivered,41,8.74,214.97,0,13.46,8827.23
7000578,7/8/2025,11565,5958,319,WHNJ1,IA,Ground,UPS,Delivered,2,5.81,97.74,0.15,30.19,196.35
7000579,5/8/2024,17333,3658,525,WHTX1,WA,Ground,FedEx,Pending,20,11.7,51.66,0,35.09,1068.29
7000580,10/19/2023,14945,2933,406,WHWA1,NY,Ground,FedEx,Delivered,7,17.4,90.12,0.05,64.78,664.08
7000581,3/31/2024,11309,1508,354,WHIL1,TN,Ground,UPS,Cancelled,135,5.33,198.28,0,8.36,26776.16
7000582,8/29/2025,12987,5562,694,WHPA1,WI,Ground,FedEx,InTransit,138,15.45,32.63,0,14.28,4517.22
7000583,5/9/2024,10387,4479,526,WHWA1,WY,Ground,USPS,InTransit,134,11.27,44.38,0.05,24.53,5674.1
7000584,12/3/2023,16132,3657,660,WHNJ1,LA,Ground,FedEx,Delivered,127,15.07,165.58,0,69.08,21097.74
7000585,10/9/2024,19354,2122,315,WHCA1,NM,Ground,DHL,InTransit,27,8.65,48.96,0.05,5.95,1261.77
7000586,9/28/2023,13259,1290,348,WHPA1,NH,Overnight,UPS,Cancelled,64,15.26,102.45,0,20.8,6577.6
7000587,3/31/2023,16122,3830,439,WHGA1,IA,Ground,FedEx,InTransit,153,6.59,147.93,0.1,33.32,20403.28
7000588,6/1/2023,14812,3210,334,WHFL1,MN,2Day,FedEx,Delivered,113,3.64,24.91,0,10.4,2825.23
7000589,5/31/2023,16575,5813,655,WHFL1,PA,2Day,USPS,Delivered,1,4.18,45.08,0,9.29,54.37
7000590,6/28/2023,16698,2401,510,WHNJ1,SD,Overnight,UPS,Delivered,59,7.4,139.44,0.05,63.92,7879.53
7000591,6/13/2023,13934,1567,319,WHNJ1,HI,Ground,UPS,Cancelled,2,3.8,54.92,0,31.58,141.42
7000592,10/18/2024,11440,2474,496,WHPA1,IA,2Day,UPS,Pending,34,25.35,14.6,0.05,13.3,484.88
7000593,8/2/2023,16170,2988,626,WHWA1,MN,2Day,USPS,Delivered,56,9.52,41.99,0,9.65,2361.09
7000594,12/12/2023,14481,4788,415,WHGA1,AZ,Ground,UPS,InTransit,148,17.36,104.63,0,86.26,15571.5
7000595,6/3/2025,10056,4866,652,WHTX1,ME,Ground,USPS,Pending,92,16.04,146.63,0,36.59,13526.55
7000596,4/17/2024,13325,4261,375,WHIL1,AL,Overnight,UPS,Delivered,45,10.04,62.17,0,9.66,2807.31
7000597,11/9/2024,16778,4548,450,WHTX1,MS,Ground,UPS,Delivered,64,83.47,84.18,0.15,80.57,4659.96
7000598,7/22/2023,10106,4252,336,WHWA1,WI,Ground,UPS,Delivered,126,57.93,46.34,0,43.53,5882.37
7000599,8/11/2023,13202,2717,542,WHCA1,HI,2Day,FedEx,InTransit,37,23.05,112.91,0,33.05,4210.72
7000600,2/17/2023,10670,2013,451,WHPA1,NJ,Ground,USPS,Delivered,84,5.81,162.71,0,43.81,13711.45
7000601,7/18/2023,18935,2311,363,WHNJ1,WY,Ground,UPS,Delivered,32,23.63,102.73,0.05,76.18,3199.17
7000602,11/6/2023,10967,5571,454,WHTX1,HI,Ground,USPS,Delivered,62,3.5,55.24,0.1,29.27,3111.66
7000603,7/28/2023,10308,1618,488,WHIL1,RI,Ground,UPS,Delivered,3,23.12,81.31,0,8.64,252.57
7000604,4/15/2023,12139,5737,523,WHCA1,AL,2Day,FedEx,Delivered,136,2.16,116.87,0,20.19,15914.51
7000605,5/23/2023,10110,5258,393,WHFL1,ID,Ground,FedEx,Delivered,6,8.26,61.17,0.15,32.52,344.49
7000606,4/2/2024,13633,2983,305,WHWA1,AR,2Day,UPS,Delivered,27,20.66,105.08,0,12.07,2849.23
7000607,8/23/2023,16729,3229,466,WHTX1,MO,Ground,UPS,Delivered,41,12.6,77.75,0,11.28,3199.03
7000608,12/21/2023,15685,5821,325,WHNJ1,DE,Ground,UPS,Delivered,86,4.12,162.05,0,27.33,13963.63
7000609,5/22/2024,16500,1469,398,WHIL1,IA,Ground,UPS,Delivered,104,11.08,97.95,0,16.92,10203.72
7000610,11/21/2024,11916,5117,568,WHNJ1,TX,Ground,USPS,Delivered,10,12.6,42.32,0.1,41.51,422.39
7000611,2/16/2023,10557,5356,450,WHNJ1,NJ,2Day,DHL,Delivered,5,11.31,160.37,0,22.84,824.69
7000612,2/9/2025,17620,2140,693,WHCA1,SC,Ground,FedEx,Delivered,122,7.83,82.8,0,4.7,10106.3
7000613,10/3/2024,10105,2437,552,WHIL1,NY,2Day,FedEx,Delivered,103,16.7,54.41,0,68.82,5673.05
7000614,4/7/2023,12048,1537,384,WHGA1,UT,Ground,UPS,InTransit,130,19.88,23.26,0,17.38,3041.18
7000615,5/7/2025,10146,1952,585,WHFL1,OH,Ground,UPS,Delivered,96,9.12,70.55,0.05,20.53,6454.69
7000616,7/2/2025,10874,3814,472,WHWA1,MA,Ground,USPS,Delivered,111,24.89,216.75,0,16.29,24075.54
7000617,3/13/2023,10299,4007,521,WHNJ1,NM,2Day,FedEx,Cancelled,47,9.11,8.88,0.2,10.33,344.22
7000618,11/5/2023,13239,4995,409,WHWA1,OK,Ground,FedEx,Delivered,80,7.45,9.13,0.05,29.85,723.73
7000619,2/17/2025,18838,2841,327,WHIL1,NE,Ground,FedEx,Delivered,124,22.57,102.67,0.05,27.94,12122.47
7000620,12/22/2024,16383,1851,546,WHNJ1,UT,Ground,UPS,Delivered,20,22.08,70.79,0,53.75,1469.55
7000621,8/4/2023,12512,2972,355,WHTX1,DE,Ground,UPS,InTransit,54,6.89,96.06,0,8.83,5196.07
7000622,8/25/2023,16597,2192,433,WHTX1,MN,Ground,FedEx,InTransit,109,6.32,41.51,0.05,18.28,4316.64
7000623,12/25/2023,10784,4921,352,WHIL1,MN,Ground,FedEx,Delivered,70,28.82,13.4,0,9.76,947.76
7000624,4/29/2024,14993,5629,553,WHFL1,TN,Overnight,USPS,Delivered,97,9.4,33.51,0.05,8.22,3096.17
7000625,9/21/2024,10371,3063,569,WHCA1,NC,Ground,UPS,Delivered,36,10.02,178.81,0,14.91,6452.07
7000626,12/24/2023,10487,4047,598,WHGA1,IL,Ground,UPS,Delivered,4,8.6,43.74,0,10.05,185.01
7000627,4/3/2024,17379,5400,379,WHTX1,RI,Ground,UPS,Pending,4,22.1,44,0.05,21.46,188.66
7000628,12/21/2024,13197,4559,318,WHCA1,OH,Ground,FedEx,Delivered,166,36.2,9.52,0.05,17.63,1518.93
7000629,2/13/2023,19553,5512,606,WHGA1,KS,Ground,FedEx,Delivered,167,10.43,16.97,0.05,15.52,2707.81
7000630,10/12/2023,14288,1305,558,WHTX1,ID,Overnight,UPS,Pending,25,42.66,130.51,0.05,34.32,3133.93
7000631,12/3/2024,12262,5909,643,WHGA1,NM,2Day,FedEx,Delivered,17,7.17,50.04,0,29.42,880.1
7000632,6/2/2025,19149,3848,407,WHPA1,CA,Ground,FedEx,Delivered,3,8.44,120.08,0.15,45.24,351.44
7000633,5/31/2024,18573,3436,697,WHNJ1,WY,Ground,UPS,Delivered,28,14.98,35.4,0,19.5,1010.7
7000634,6/25/2024,10239,3805,347,WHIL1,SC,2Day,UPS,Delivered,41,6.13,21.48,0,7.43,888.11
7000635,5/7/2023,16844,2985,546,WHTX1,UT,2Day,UPS,InTransit,29,14.86,49.98,0,44.99,1494.41
7000636,3/17/2024,11106,4937,389,WHTX1,MO,Ground,UPS,Delivered,122,7.33,40.18,0.05,29.48,4686.34
7000637,6/25/2024,11387,1713,503,WHWA1,MA,Ground,FedEx,Delivered,111,3.96,33.49,0,10.5,3727.89
7000638,9/30/2023,19720,3896,540,WHNJ1,AZ,2Day,UPS,Delivered,10,3.52,34.1,0,7.55,348.55
7000639,11/1/2023,11668,2682,568,WHTX1,WV,Ground,UPS,Delivered,100,8.23,54.59,0,8.44,5467.44
7000640,12/28/2023,12692,2334,313,WHTX1,GA,Ground,UPS,Delivered,69,12.85,42.53,0.05,21.96,2809.8
7000641,1/24/2023,17757,4199,437,WHPA1,MN,2Day,UPS,Delivered,16,4.42,31.24,0.05,62.35,537.2
7000642,11/29/2023,11997,1175,615,WHTX1,KY,2Day,DHL,InTransit,108,11.13,212.22,0,14.33,22934.09
7000643,8/27/2023,11426,4206,473,WHTX1,TN,Ground,UPS,Pending,10,11.15,82.67,0.25,28.98,649.01
7000644,12/2/2023,18024,2417,530,WHTX1,OH,Ground,FedEx,Delivered,21,9.04,67.04,0.1,22.62,1289.68
7000645,5/22/2023,16850,2988,498,WHCA1,MO,Ground,UPS,Delivered,18,5.74,57.27,0,19.66,1050.52
7000646,5/27/2025,13248,5854,543,WHTX1,AK,2Day,USPS,Delivered,165,11.55,95.61,0.05,14.77,15001.64
7000647,8/26/2024,12593,2773,343,WHNJ1,NE,Overnight,USPS,Delivered,100,9.18,87.06,0,19.18,8725.18
7000648,11/15/2024,11491,5267,630,WHPA1,VA,2Day,UPS,InTransit,52,18.02,29.09,0,25.64,1538.32
7000649,1/28/2025,11225,2075,579,WHTX1,FL,Ground,USPS,Pending,128,4.6,20.53,0,21.04,2648.88
7000650,5/16/2024,12588,5761,379,WHGA1,WI,Ground,UPS,Pending,26,10.71,12.21,0.1,32.96,318.67
7000651,4/13/2023,17715,1592,579,WHPA1,AR,Ground,UPS,InTransit,161,4.66,210.33,0,37.82,33900.95
7000652,6/30/2024,13065,3979,532,WHPA1,MT,Ground,UPS,Delivered,100,8.67,43.93,0,17.03,4410.03
7000653,8/20/2024,17805,4983,401,WHGA1,NY,Ground,UPS,Delivered,75,5.18,90.81,0,31.88,6842.63
7000654,12/20/2024,10833,3411,462,WHNJ1,NH,Ground,UPS,InTransit,121,5.77,69.12,0.15,42.9,7151.89
7000655,2/27/2024,12441,1848,444,WHCA1,MI,Ground,UPS,InTransit,90,9.98,113.65,0.05,17.58,9734.65
7000656,5/31/2023,14796,1494,409,WHFL1,WA,Overnight,UPS,Pending,146,7.12,57.35,0.15,32.9,7150.04
7000657,11/8/2023,11647,1546,533,WHWA1,IL,Ground,FedEx,Delivered,130,24.11,23.68,0,26.16,3104.56
7000658,12/21/2023,10441,3287,411,WHFL1,MN,Ground,UPS,Delivered,24,20.29,29.03,0.05,50.98,712.86
7000659,10/24/2024,15957,3698,532,WHNJ1,NM,Ground,UPS,Delivered,29,16.21,46.94,0.05,35.07,1328.27
7000660,8/7/2024,19722,4838,538,WHCA1,DC,Ground,FedEx,Delivered,8,16.02,19.78,0,9.17,167.41
7000661,12/17/2023,12368,2541,497,WHIL1,SD,Ground,UPS,Delivered,26,10.81,32.99,0,9.69,867.43
7000662,9/5/2025,16697,1884,573,WHGA1,OK,Ground,UPS,Cancelled,43,21.88,25.92,0,15.51,1130.07
7000663,9/7/2024,15191,4957,386,WHWA1,SC,Ground,UPS,Pending,4,8.38,47.67,0.25,20.48,163.49
7000664,9/24/2023,14664,4095,595,WHPA1,NM,Ground,FedEx,InTransit,39,35.67,42.4,0,10.7,1664.3
7000665,4/30/2023,17063,3366,341,WHPA1,IA,Ground,UPS,Delivered,116,5.68,65.23,0,18.57,7585.25
7000666,6/29/2023,14332,4348,348,WHPA1,IN,2Day,USPS,Delivered,132,5.08,109.12,0.05,44.25,13727.9
7000667,10/5/2023,19497,4072,377,WHGA1,OH,Ground,UPS,Delivered,1,4.33,50.63,0.05,44.25,92.35
7000668,7/9/2023,13035,4676,478,WHGA1,MS,Ground,UPS,Delivered,1,4.81,20.96,0,20.01,40.97
7000669,8/6/2023,19378,5716,557,WHWA1,NJ,Ground,UPS,Delivered,17,3.76,14.3,0.25,11.98,194.3
7000670,11/9/2023,13263,1953,417,WHFL1,NJ,Ground,DHL,Pending,142,11.37,67.22,0.1,31.67,8622.39
7000671,7/24/2023,12108,4301,319,WHFL1,NE,2Day,FedEx,Delivered,61,16.69,37.66,0,45.07,2342.33
7000672,6/3/2025,17037,4736,359,WHFL1,WI,Ground,UPS,Delivered,187,10.21,53.74,0.05,29.07,9575.98
7000673,4/5/2023,14321,4180,496,WHCA1,SC,Ground,UPS,Delivered,146,4.36,75.57,0.05,22.39,10503.95
7000674,6/15/2024,15939,3964,407,WHPA1,IN,2Day,FedEx,Pending,147,7.54,164.77,0,34.69,24255.88
7000675,2/2/2024,12748,5028,694,WHNJ1,VT,Ground,UPS,InTransit,15,16.57,17.66,0.1,14.11,252.52
7000676,8/31/2025,14678,4248,584,WHCA1,WA,Ground,FedEx,Cancelled,61,8.15,29.54,0.1,43.22,1664.97
7000677,5/12/2023,17973,5416,334,WHPA1,HI,Ground,FedEx,InTransit,195,6.19,56.52,0.05,16.54,10486.87
7000678,1/18/2024,14265,4358,595,WHGA1,WA,Ground,UPS,Delivered,18,4.03,27.01,0,13.69,499.87
7000679,8/20/2025,13134,5972,551,WHGA1,UT,Ground,UPS,Pending,77,7.76,21.16,0,58.47,1687.79
7000680,4/28/2025,11466,5849,426,WHGA1,MT,Ground,FedEx,Delivered,43,6.56,150.06,0,13.29,6465.87
7000681,3/1/2025,14110,3705,639,WHPA1,MA,2Day,FedEx,Delivered,49,9.49,28.81,0,16.05,1427.74
7000682,10/19/2023,12212,2038,406,WHFL1,FL,Ground,USPS,Delivered,147,13.31,24,0.15,34.92,3033.72
7000683,7/21/2023,15540,1071,480,WHGA1,WA,Ground,UPS,InTransit,80,8.44,26.86,0.1,5.37,1939.29
7000684,11/9/2024,19736,3875,410,WHIL1,AL,Ground,FedEx,Pending,113,11.17,128.32,0,40.95,14541.11
7000685,7/12/2025,11690,1106,528,WHGA1,UT,Ground,UPS,Delivered,95,13.27,36.88,0.05,71.4,3399.82
7000686,7/23/2024,19764,1770,421,WHWA1,CO,2Day,UPS,Delivered,70,4.78,22.75,0,18.05,1610.55
7000687,8/7/2024,17728,3010,407,WHWA1,AL,Ground,FedEx,Pending,120,31.01,33.32,0,11.64,4010.04
7000688,11/7/2023,17765,3941,431,WHPA1,MI,2Day,USPS,Delivered,180,6.41,58.01,0,13.05,10454.85
7000689,1/4/2025,14542,3193,323,WHFL1,DC,Overnight,UPS,InTransit,177,13.63,112.01,0,16.93,19842.7
7000690,8/6/2023,13542,4496,445,WHCA1,IL,Ground,FedEx,Delivered,120,5.06,105.61,0,45.68,12718.88
7000691,11/30/2023,10819,5312,627,WHGA1,PA,2Day,FedEx,Delivered,63,10.68,34.81,0,38.4,2231.43
7000692,2/20/2024,14522,5356,454,WHFL1,WI,Ground,UPS,Delivered,19,10.92,41.37,0.05,29.08,775.81
7000693,5/27/2024,11125,1934,407,WHFL1,VT,Ground,USPS,Delivered,5,27.06,261.48,0,21.67,1329.07
7000694,9/30/2023,15661,1575,446,WHTX1,SD,Ground,FedEx,InTransit,28,8.7,120.46,0,8.9,3381.78
7000695,5/16/2023,15642,4931,552,WHIL1,SC,Ground,FedEx,Pending,42,21.81,50.3,0.15,22.83,1818.54
7000696,9/12/2024,11130,5381,602,WHWA1,NM,Overnight,FedEx,Delivered,15,11.9,12.03,0,8.69,189.14
7000697,11/11/2023,11703,5088,370,WHPA1,IA,Ground,FedEx,InTransit,27,30.38,43.52,0.1,13,1070.54
7000698,8/15/2024,12002,3532,331,WHGA1,WY,Ground,USPS,Delivered,10,3.44,23.71,0,21.85,258.95
7000699,7/1/2023,16913,3420,393,WHTX1,AK,Ground,UPS,Delivered,69,13.35,32.8,0,24.46,2287.66
7000700,4/25/2024,13879,1070,437,WHPA1,NM,Ground,UPS,Delivered,15,2.01,30.53,0,33.86,491.81
7000701,6/25/2024,17233,5475,674,WHCA1,MT,Ground,USPS,Delivered,109,9.66,51.03,0,32.37,5594.64
7000702,3/2/2023,16332,2303,463,WHIL1,AK,2Day,USPS,Delivered,41,18.45,63,0.05,62.28,2516.13
7000703,12/7/2023,16036,4815,381,WHFL1,HI,Ground,UPS,Delivered,95,23.81,35.95,0,13.5,3428.75
7000704,6/8/2023,16524,3350,616,WHGA1,NC,2Day,UPS,Cancelled,145,15.58,24.53,0,33.14,3589.99
7000705,3/16/2023,18112,1255,376,WHCA1,LA,2Day,FedEx,Delivered,10,8.4,52.94,0,28.78,558.18
7000706,9/9/2025,18737,2708,363,WHPA1,MA,Ground,UPS,Delivered,191,13.87,42.33,0,30.29,8115.32
7000707,11/29/2023,12402,5788,400,WHTX1,NM,Ground,UPS,Delivered,90,45.26,15.9,0,44.69,1475.69
7000708,2/21/2025,19482,1834,348,WHPA1,MT,Ground,UPS,Delivered,6,10.46,91.8,0,28.86,579.66
7000709,10/15/2023,18975,3765,374,WHWA1,NJ,2Day,FedEx,Delivered,39,17.8,36.02,0,18.82,1423.6
7000710,11/16/2024,10540,3472,614,WHPA1,RI,Ground,UPS,Delivered,146,7.73,49.69,0,32.08,7286.82
7000711,12/28/2024,15616,4743,492,WHIL1,MA,Ground,FedEx,Delivered,81,19.01,51.44,0.05,15.41,3973.72
7000712,8/27/2024,12957,3036,330,WHGA1,WI,Ground,FedEx,Delivered,35,17.22,59.35,0,14.04,2091.29
7000713,4/14/2024,18078,2968,457,WHCA1,KS,Ground,FedEx,Delivered,165,6.93,66.46,0.05,8,10425.6
7000714,2/4/2024,13723,1100,566,WHIL1,CT,Ground,UPS,Delivered,119,15.94,24.07,0.1,52.62,2630.52
7000715,12/13/2023,15088,2853,556,WHTX1,MI,Ground,UPS,Delivered,108,16.4,74.66,0.15,73.71,6927.5
7000716,7/12/2025,16461,4184,339,WHFL1,CT,Ground,UPS,Delivered,146,15.59,47.16,0,34.55,6919.91
7000717,3/17/2025,12171,3356,355,WHGA1,AK,Ground,FedEx,Delivered,115,9.76,128.18,0.05,6.92,14010.58
7000718,8/16/2025,13392,1112,328,WHFL1,OR,Ground,FedEx,Delivered,35,20.91,106.15,0.05,24.3,3553.79
7000719,5/27/2023,16943,4159,418,WHIL1,IN,Ground,UPS,Delivered,79,5.71,151.45,0.1,25.18,10793.28
7000720,12/13/2024,11617,1183,670,WHTX1,DE,2Day,FedEx,Delivered,133,10.06,31.11,0.15,31.52,3548.51
7000721,7/22/2025,19109,4853,509,WHTX1,NH,Ground,FedEx,Delivered,22,10.69,147.67,0.1,14.25,2938.12
7000722,8/1/2023,16459,1165,375,WHCA1,UT,Ground,UPS,InTransit,19,20.19,64.08,0.05,23.4,1180.04
7000723,3/20/2023,12757,3138,365,WHWA1,CT,Ground,UPS,Delivered,19,5.6,97.27,0,34.34,1882.47
7000724,12/18/2024,16854,3024,637,WHPA1,PA,Ground,USPS,Delivered,23,11.56,96.2,0,29.11,2241.71
7000725,8/9/2024,17710,1455,656,WHTX1,VT,Ground,FedEx,Delivered,12,7.44,82.74,0.05,30.6,973.84
7000726,3/31/2025,11937,3286,400,WHWA1,MI,Ground,DHL,Cancelled,132,10.68,28.01,0,19.61,3716.93
7000727,6/14/2023,13092,5823,346,WHTX1,UT,2Day,UPS,Cancelled,127,12.65,117.09,0,14.37,14884.8
7000728,2/4/2025,10969,1542,616,WHPA1,KY,Ground,USPS,Delivered,18,4.64,76.75,0.15,40.12,1214.39
7000729,8/18/2023,17298,3666,693,WHNJ1,KS,Ground,UPS,Delivered,101,21.35,21.4,0.2,1.81,1730.93
7000730,7/12/2023,13204,3450,456,WHTX1,NC,Overnight,UPS,Delivered,86,12.93,42.77,0,55.58,3733.8
7000731,7/13/2023,16500,5938,540,WHGA1,RI,Ground,FedEx,Delivered,34,5.97,25.67,0.1,17.87,803.37
7000732,2/26/2025,15174,4934,653,WHFL1,OH,Ground,UPS,Delivered,27,8.15,22.11,0.15,24.38,531.8
7000733,11/7/2024,10890,3887,559,WHFL1,PA,Ground,FedEx,Delivered,30,24.51,109.04,0,22.51,3293.71
7000734,6/14/2024,18985,5615,436,WHIL1,NY,Overnight,UPS,Delivered,107,12.83,21.3,0,62.92,2342.02
7000735,12/19/2023,19174,5293,670,WHPA1,AZ,Ground,USPS,Delivered,39,5.6,23.8,0.15,15.99,804.96
7000736,5/11/2025,17383,4905,498,WHPA1,AZ,Ground,FedEx,Delivered,34,6.25,239.63,0,62.33,8209.75
7000737,1/12/2024,13532,2689,487,WHPA1,DE,Ground,USPS,Pending,3,14.55,43.85,0.1,31.43,149.83
7000738,3/1/2025,10802,2638,416,WHGA1,VA,2Day,UPS,Delivered,153,15.63,95.08,0,47.98,14595.22
7000739,3/7/2024,18235,5729,358,WHPA1,NM,Ground,FedEx,Delivered,111,12.43,131.86,0.05,40.7,13945.34
7000740,12/28/2023,13350,5671,370,WHGA1,FL,Ground,UPS,Delivered,61,8.4,103.16,0,15.14,6307.9
7000741,4/4/2024,18006,5083,393,WHWA1,CA,Ground,FedEx,Delivered,166,16.25,66.62,0,3.04,11061.96
7000742,11/18/2023,19970,2891,529,WHWA1,NV,Ground,FedEx,InTransit,36,8.29,58.46,0.1,15.51,1909.61
7000743,12/22/2024,13202,4206,696,WHFL1,IA,Ground,UPS,Delivered,95,5.99,87.42,0,1.54,8306.44
7000744,5/21/2024,10350,1478,437,WHCA1,WI,2Day,UPS,Delivered,37,25.91,51.27,0.05,19.76,1821.9
7000745,9/18/2023,19760,3367,405,WHNJ1,NE,Ground,FedEx,Delivered,39,13.41,97.59,0.15,55.34,3290.45
7000746,6/6/2025,19322,3527,605,WHPA1,TN,Ground,FedEx,Delivered,134,6.24,50.05,0.15,8.4,5709.09
7000747,1/2/2024,19973,1367,639,WHFL1,NM,Ground,UPS,Delivered,119,10.84,54.19,0.15,22.66,5503.98
7000748,7/8/2024,10584,2837,317,WHNJ1,SC,Ground,FedEx,Delivered,36,10.17,223.98,0,19.61,8082.89
7000749,6/15/2025,13378,2716,354,WHFL1,LA,Ground,FedEx,Delivered,10,8.11,42.87,0.1,51.08,436.91
7000750,9/28/2024,16029,1013,412,WHPA1,PA,Overnight,FedEx,Delivered,44,11.5,60.81,0,2.37,2678.01
7000751,5/18/2023,17695,1536,472,WHGA1,WI,Ground,UPS,Delivered,113,5.73,81.1,0,45.22,9209.52
7000752,7/24/2025,16197,4240,605,WHFL1,AR,Ground,FedEx,Delivered,12,16.89,84.83,0,5.21,1023.17
7000753,10/3/2024,17084,3318,444,WHIL1,MA,Ground,FedEx,InTransit,95,9.96,73.65,0,31.45,7028.2
7000754,12/6/2023,13402,5043,385,WHNJ1,WA,Ground,FedEx,Delivered,147,3.81,25,0,18.63,3693.63
7000755,6/13/2023,13186,1376,312,WHNJ1,TN,Ground,USPS,Delivered,21,8.72,67.21,0,14.06,1425.47
